pk_user,fk_direct_manager,job_title,effective_start_date,effective_end_date
22382275,2767235,Product Manager,2024-10-10,2024-10-11
22382275,,Product Manager,2025-04-16,2025-04-18
22382276,2260757,Operations Associate 1,2022-12-24,2023-01-16
22382276,2260757,Supply Chain Associate,2023-01-16,2023-02-03
22382276,12622772,Coordinator Gift Cards,2024-06-26,2024-08-27
22382276,10201995,Gift Cards Coordinator,2024-08-27,2024-08-28
22382277,15617081,Finance Coordinator,2022-12-24,2023-01-16
22382277,15617081,Accounts Payable Administrator,2023-01-16,2023-02-03
22382277,15617081,Accounts Payable Specialist,2023-02-03,2023-05-05
22382277,9432415,Accounts Payable Specialist,2023-07-14,2023-08-15
22382277,9432415,Senior Accounts Payable Specialist,2024-06-26,2024-08-27
22382277,,Senior Accounts Payable Specialist,2025-04-16,2025-04-18
22382278,12622772,E-Commerce Specialist**,2022-12-18,2022-12-22
22382278,12622772,"Specialist, Gift Cards ¿ Global Sourcing",2023-01-16,2023-05-05
22382278,,"Specialist, Gift Cards ¿ Global Sourcing",2023-05-28,2023-07-28
22444195,9125483,Senior HX Manager,2022-12-18,2022-12-22
22444195,9125483,"Senior Manager, Training & Enablement",2023-01-16,2023-01-19
22444195,9125483,Senior Training & Enablement Manager,2023-10-17,2023-11-02
22444195,20955821,Senior Training & Enablement Manager,2024-10-17,2024-10-18
22444195,9125483,Senior Training & Enablement Manager,2024-10-18,2024-10-22
22444195,9125483,Senior Training and Enablement Manager,2024-11-28,2024-11-29
22444195,,Senior Training and Enablement Manager,2025-04-16,2025-04-18
22444196,,Brand Marketing Contractor,2023-01-04,2023-07-28
22444197,15550085,Product Designer,2023-01-06,2023-01-16
22444197,15550085,Campaign Developer Manager,2023-01-16,2023-05-05
22444198,10707046,"Director, Product",2023-01-06,2023-01-16
22444198,10707046,Director of Global Engagement and Education,2023-01-16,2023-05-05
22444198,10707046,"Director, Human Engagement - User Strategy",2024-01-22,2024-01-23
22444198,27281284,"Director, Human Engagement - User Strategy",2024-05-02,2024-05-29
22444198,10707046,"Director, Human Engagement - User Strategy",2024-12-17,2024-12-18
22444199,18598363,"Manager, Sales",2022-12-18,2022-12-22
22444199,18598363,"Manager, Inside Sales",2023-01-16,2023-02-06
22444199,,"Manager, Inside Sales",2023-04-06,2023-07-28
22444200,19854378,Corporate Sales Executive,2023-05-05,2023-05-28
22444200,,Corporate Sales Executive,2023-07-14,2023-07-28
22497913,2260757,Operations Associate 1,2022-12-24,2023-01-16
22497913,2260757,Supply Chain Associate,2023-01-16,2023-02-03
22497913,7472336,Associate Buyer,2024-05-29,2024-06-26
22497914,10488778,"Director, Product",2022-12-18,2022-12-22
22497914,10488778,"Director, Engineering",2023-01-16,2023-05-05
22497914,24310377,"Director, Engineering",2023-05-28,2023-06-01
22497914,67036,"Director, Engineering",2023-11-08,2023-11-18
22497914,12206954,"Director, Engineering",2023-11-18,2023-12-08
22497914,27362927,"Director, Engineering",2024-01-04,2024-01-18
22497914,,"Director, Engineering",2025-04-16,2025-04-18
22535586,1377756,Software Engineer,2023-01-16,2023-02-01
22535586,25014534,Software Engineer,2023-02-18,2023-05-05
22535586,25014534,Senior Software Engineer,2023-05-05,2023-05-28
22535586,11413037,Senior Software Engineer,2024-03-11,2024-03-18
22535587,19066014,GBSG Delivery Manager,2022-12-02,2022-12-11
22535587,19066014,Data Engineer,2023-01-16,2023-02-13
22535587,,Data Engineer,2023-07-14,2023-07-28
22578139,67058,Senior Customer Strategy Manager,2022-12-18,2022-12-22
22578139,67058,Senior Consultant,2023-01-16,2023-05-05
22578139,,Senior Consultant,2025-04-16,2025-04-18
22578139,7249065,Senior Consultant,2025-06-12,2025-06-13
22578140,10374625,Senior e-Commerce Associate/Specialist,2022-12-18,2022-12-22
22578140,10374625,Senior Merchandising Specialist - Site,2023-01-16,2023-05-05
22578140,10374625,Senior E-commerce Site Merchandising Specialist,2024-06-12,2024-06-26
22578140,10374625,Senior E-Commerce Site Merchandising Specialist,2024-08-27,2024-08-28
22578141,12535464,Sr. Marketing Programs Manager,2022-08-17,2022-08-20
22578141,23935666,Sr. Marketing Programs Manager,2022-11-24,2022-12-18
22578141,23935666,Senior Marketing Manager,2022-12-18,2022-12-22
22578141,23935666,Senior Marketing Program Manager,2023-01-16,2023-02-06
22578141,21649423,Senior Marketing Program Manager,2023-05-28,2023-06-01
22578141,21649423,Senior Account Based Marketing Manager,2023-06-01,2023-06-05
22578141,21460427,Senior Account Based Marketing Manager,2024-06-26,2024-08-27
22578141,,Senior Account Based Marketing Manager,2025-04-16,2025-04-18
22578141,,Senior Account Based Marketing Manager,2025-06-03,2025-06-04
22597915,12319221,Customer Service Executive,2022-08-17,2022-10-24
22597915,12319221,Operations Associate 1,2022-12-24,2023-01-16
22597915,12319221,Customer Service Executive,2023-01-16,2023-02-03
22597915,19436753,Customer Service Executive,2024-11-06,2024-11-07
22597915,,Customer Service Executive,2025-04-16,2025-04-18
22597916,11231884,"Senior Manager, e-Commerce",2022-12-18,2022-12-22
22597916,11231884,"Senior Manager, Strategic Business Development ¿ Global Sourcing",2023-01-16,2023-05-05
22597916,21151812,"Senior Manager, Strategic Business Development ¿ Global Sourcing",2023-05-28,2023-06-01
22597916,21151812,Senior Strategic Projects Manager,2024-06-12,2024-06-26
22597917,12686538,Customer Service Executive,2022-08-13,2022-10-24
22597917,12686538,Operations Associate 1,2022-12-24,2023-01-16
22597917,12686538,Customer Service Executive,2023-01-16,2023-02-03
22597917,23746606,Customer Service Executive,2025-01-07,2025-01-08
22597918,12206954,HX Manager,2022-12-18,2022-12-22
22597918,12206954,Human Experience [HX] Strategy Partner,2023-01-16,2023-01-19
22597918,12206954,Human Experience Strategy Partner,2023-02-03,2023-02-18
22597919,16184045,Customer Service Executive,2022-08-20,2022-10-24
22597919,16184045,Operations Associate 1,2022-12-24,2023-01-16
22597919,16184045,Customer Service Executive,2023-01-16,2023-02-03
22597919,18250001,Customer Service Executive,2023-06-23,2023-07-14
22597919,14867880,Customer Service Executive,2024-02-20,2024-02-27
22597919,20460904,Customer Service Executive,2024-03-11,2024-03-15
22597919,,Customer Service Executive,2025-04-16,2025-04-18
22597919,,Customer Service Executive,2025-04-30,
22597920,12206960,Customer Service Executive,2022-08-20,2022-10-24
22597920,,Customer Service Executive,2022-11-20,2023-07-28
22597921,12319221,Customer Service Executive,2022-08-17,2022-08-25
22597921,,Customer Service Executive,2022-09-02,2023-07-28
22597922,12319221,Customer Service Executive,2022-08-17,2022-10-24
22597922,12319221,Operations Associate 1,2022-12-24,2023-01-16
22597922,12319221,Customer Service Executive,2023-01-16,2023-02-03
22597922,19436753,Customer Service Executive,2024-11-06,2024-11-07
22597923,19436753,Customer Service Executive,2022-08-20,2022-09-30
22597923,,Customer Service Executive,2022-10-05,2023-07-28
22597924,6992516,Payroll Specialist,2022-12-04,2023-01-08
22597924,6992516,Finance Specialist,2023-01-08,2023-01-16
22597924,6992516,Payroll Specialist,2023-01-16,2023-05-05
22597924,,Payroll Specialist,2025-04-16,2025-04-18
22597925,19436753,Customer Service Executive,2022-08-20,2022-09-30
22597925,19676048,Customer Service Executive,2022-09-30,2022-10-24
22597925,,Customer Service Executive,2022-11-11,2023-07-28
22597926,14866910,Business Development Representative,2023-01-08,2023-01-16
22597927,19436753,Customer Service Executive,2022-08-20,2022-10-24
22597927,19436753,Operations Associate 1,2022-12-24,2023-01-16
22597927,19436753,Customer Service Executive,2023-01-16,2023-02-03
22597927,20460904,Customer Service Executive,2024-05-02,2024-05-29
22597927,,Customer Service Executive,2025-04-16,2025-04-18
22686014,10488778,"Director, Product",2022-12-18,2022-12-22
22686014,10488778,"Director, Engineering",2023-01-16,2023-05-05
22686014,24310377,"Director, Engineering",2023-05-28,2023-06-01
22686014,67036,"Director, Engineering",2023-11-08,2023-11-18
22686014,12206954,"Director, Engineering",2023-11-18,2023-12-08
22686014,27362927,"Director, Engineering",2024-01-04,2024-01-11
22686014,27362927,"Senior Director, Engineering",2024-10-25,2024-10-29
22686015,21151818,Product Manager,2022-12-18,2022-12-22
22686015,21151818,Product Designer,2022-12-24,2023-03-26
22686015,,Product Designer,2023-04-06,2023-07-28
22734162,24793308,Software Engineer,2023-01-28,2023-02-03
22734162,24793308,EPAM Contractor,2023-02-03,2023-05-05
22734162,24793308,Software Engineer,2023-05-05,2023-05-28
22734162,24793308,Front End Developer,2023-06-23,2023-07-14
22734162,,Front End Developer,2023-09-22,2023-07-28
22767240,2563555,Senior Customer Strategy Manager,2023-01-06,2023-01-13
22767240,2563555,Senior Team Operations Manager,2023-01-16,2023-05-05
22767240,,Senior Team Operations Manager,2025-06-03,2025-06-04
22767241,10673727,Product Principal,2023-01-08,2023-01-16
22767241,10673727,"WHiQ Principal Analyst, Product",2023-01-16,2023-01-30
22767241,24667287,"WHiQ Principal Analyst, Product",2023-06-23,2023-07-14
22767241,24667287,Principal Data Analyst,2024-02-20,2024-02-27
22767241,26834814,Principal Data Analyst,2024-03-25,2024-05-02
22767241,,Principal Data Analyst,2025-04-16,2025-04-18
22767242,23935666,Marketing Programs Manager - PL,2022-12-04,2022-12-22
22767242,23935666,Marketing Manager,2023-01-08,2023-01-16
22767242,23935666,Account Based Marketing Manager (Customer),2023-01-16,2023-02-06
22767242,21649423,Account Based Marketing Manager (Customer),2023-05-28,2023-06-01
22767242,21649423,Account Based Marketing Manager,2023-06-01,2023-06-05
22767242,,Account Based Marketing Manager,2023-10-23,2023-07-28
22767243,23568388,QA Engineer,2022-10-26,2022-10-29
22767243,23568388,EPAM Contractor,2023-02-03,2023-05-05
22767243,23568388,QA Engineer,2023-05-05,2023-05-09
22767243,,QA Engineer,2023-05-28,2023-07-14
22767243,,QA Engineer,2025-08-05,
22767244,23568388,EPAM Contractor,2022-10-26,2022-10-29
22767244,23568388,Software Engineer,2023-01-16,2023-02-01
22767244,23568388,Developer,2023-06-23,2023-07-14
22767244,23568388,Software Engineer,2024-10-01,2024-10-02
22767244,,Software Engineer,2025-04-16,2025-04-18
22767244,,Software Engineer,2025-06-26,2025-06-27
22767245,23568388,Software Engineer,2022-10-26,2022-10-29
22767245,23568388,EPAM Contractor,2023-02-03,2023-05-05
22767245,23568388,Software Engineer,2023-05-05,2023-05-28
22767245,23568388,Developer,2023-06-23,2023-07-14
22767245,23568388,Senior BE Engineer,2023-07-23,2023-08-10
22767245,23568388,Senior Software Engineer,2024-10-01,2024-10-02
22767245,,Senior Software Engineer,2025-04-16,2025-04-18
22813440,12206955,Senior HX Associate/Specialist,2022-12-18,2022-12-22
22813440,12206955,Associate Talent Development Partner,2023-01-16,2023-01-19
22813440,,Associate Talent Development Partner,2023-05-28,2023-07-28
22813441,14866910,Business Development Representative,2023-01-08,2023-01-16
22813441,14866910,Senior Business Development Representative,2024-01-25,2024-01-29
22813441,20421441,Senior Business Development Representative,2024-11-27,2024-11-28
22813441,14866910,Senior Business Development Representative,2025-03-25,2025-03-26
22813441,,Senior Business Development Representative,2025-04-16,2025-04-18
22813441,20421441,Senior Business Development Representative,2025-06-17,2025-06-18
22813441,,Senior Business Development Representative,2025-08-05,
22906945,3333885,Business Development Representative,2023-02-18,2023-04-06
22906945,26834813,Business Development Representative,2023-10-17,2023-12-08
22932398,10808939,Senior Operations Manager,2023-01-06,2023-01-16
22932398,10808939,Senior Application Engineer - GBSG,2023-01-16,2023-06-01
22932398,2674375,Senior Application Engineer - GBSG,2023-06-01,2023-06-05
22932398,10808939,Senior Application Engineer - GBSG,2023-08-29,2023-07-28
22932398,10808939,Principal Application Engineer - GBSG,2024-06-26,2024-08-27
22932398,10808939,Principal Application Engineer- BOS,2024-09-10,2024-09-26
22932399,12367737,Senior Product Manager,2023-01-06,2023-01-16
22932399,12367737,Sr. Product Designer,2023-01-16,2023-01-30
22932399,12367737,Senior Product Designer,2023-08-29,2023-10-17
22932399,8228055,Senior Product Designer,2024-08-27,2024-08-28
22932399,,Senior Product Designer,2025-04-16,2025-04-18
22949183,11204444,"Senior Director, Technology",2023-01-06,2023-01-16
22949183,11204444,"Senior Director, Engineering",2023-01-16,2023-05-05
23076416,13545960,WorkhumanIQ Research Fellow,2023-01-16,2023-02-13
23076416,11783045,WorkhumanIQ Research Fellow,2023-02-18,2023-05-05
23076416,,WorkhumanIQ Research Fellow,2023-09-15,2023-07-28
23076417,3857480,Communications Manager,2022-11-20,2023-01-13
23076417,3857480,Customer Education Content Manager,2023-01-16,2023-02-13
23076417,12751092,Customer Education Content Manager,2023-03-07,2023-05-05
23076417,,Customer Education Content Manager,2023-08-29,2023-07-28
23076418,11100947,HX Specialist,2023-01-04,2023-01-06
23076418,11100947,Benefits Specialist,2023-01-16,2023-01-19
23076418,11100947,Global Benefits Partner,2024-10-08,2024-10-09
23076418,27251145,Global Benefits Partner,2025-02-04,2025-02-05
23076418,,Global Benefits Partner,2025-04-16,2025-04-18
23076418,30173310,Global Benefits Partner,2025-04-22,2025-04-23
23076419,1484553,Sales Operations Contractor,2023-01-16,2023-01-25
23076419,,Sales Operations Contractor,2023-03-15,2023-07-28
23095064,12206960,Operations Associate 1,2023-01-08,2023-01-16
23095064,12206960,Customer Service Executive,2023-01-16,2023-06-01
23095064,14867880,Customer Service Executive,2023-07-28,2023-08-15
23095064,,Customer Service Executive,2023-10-04,2023-07-28
23095065,7426820,"Manager, Operations",2023-01-08,2023-01-16
23095065,7426820,"Manager, Customer Service Operations",2023-01-16,2023-06-01
23095066,16184045,Operations Associate 1,2023-01-08,2023-01-16
23095066,16184045,Customer Service Executive,2023-01-16,2023-06-01
23095066,18250001,Customer Service Executive,2023-06-23,2023-07-14
23095066,14867880,Customer Service Executive,2024-02-20,2024-02-27
23095066,20460904,Customer Service Executive,2024-03-11,2024-03-15
23095066,20460904,Senior Customer Service Executive,2024-10-25,2024-10-29
23095066,,Senior Customer Service Executive,2025-04-16,2025-04-18
23095067,10808939,Operations Manager,2023-01-06,2023-01-16
23095067,10808939,Product Manager - GBSG,2023-01-16,2023-02-03
23095067,10808939,Product Manager- BOS,2024-09-10,2024-09-26
23095067,27559796,Product Manager- BOS,2024-10-22,2024-10-23
23095067,4334719,Product Manager- BOS,2024-10-29,2024-10-30
23095067,27559796,Product Manager- BOS,2024-10-30,2024-10-31
23095067,,Product Manager- BOS,2025-04-16,2025-04-18
23095067,4334719,Product Manager- BOS,2025-04-22,2025-04-23
23095068,,Product Owner,2023-01-06,2023-07-28
23095069,,Performance Test Engineer,2022-12-04,2023-07-28
23095070,1377756,Senior Product Manager,2023-01-06,2023-01-16
23095070,1377756,Sr. QA Automation Engineer,2023-01-16,2023-01-30
23095070,1377756,Senior QA Automation Engineer,2023-01-30,2023-02-18
23095070,25014534,Senior QA Automation Engineer,2023-02-18,2023-05-05
23095070,25014534,Senior QA Engineer,2024-08-27,2024-08-28
23095070,,Senior QA Engineer,2025-04-16,2025-04-18
23160740,,Supply Chain Specialist- EUR,2022-09-16,2022-09-23
23160740,11296317,Senior Operations Coordinator,2023-01-08,2023-01-16
23160740,11296317,Supply Chain Specialist,2023-01-16,2023-02-03
23160740,11296317,Merchandise Specialist,2023-02-03,2023-06-01
23160740,11296317,Mechandise Specialist,2023-09-15,2023-10-17
23160740,11296317,Merchandise Specialist,2024-08-27,2024-08-28
23160740,,Merchandise Specialist,2025-04-16,2025-04-18
23272343,13180639,Senior e-Commerce Manager,2023-01-06,2023-01-16
23272343,13180639,Senior Category Specialist,2023-01-16,2023-02-25
23272343,17272137,Senior Category Specialist,2023-03-12,2023-03-31
23272343,,Senior Category Specialist,2023-04-06,2023-07-28
23272344,21151814,Senior Customer Communications Specialist,2022-12-11,2023-01-08
23272344,21151814,Senior Marketing Associate/Specialist,2023-01-08,2023-01-16
23272344,21151814,Senior Social Media Specialist,2023-01-16,2023-03-26
23272344,,Senior Social Media Specialist,2023-04-06,2023-07-28
23272345,10505345,Senior Technology Manager,2023-01-06,2023-01-16
23272345,10505345,Sr. Systems Engineer,2023-01-16,2023-01-30
23272345,10505345,Senior Systems Engineer,2023-01-30,2023-05-05
23356994,19066007,Finance Manager,2023-01-06,2023-01-16
23356994,19066007,Internal Controls Analyst,2023-01-16,2023-05-05
23356994,,Internal Controls Analyst,2023-11-02,2023-07-28
23356995,7249066,Senior Technology Manager,2023-01-06,2023-01-16
23356995,7249066,Sr. IT Security Engineer,2023-01-16,2023-01-30
23356995,7249066,Senior IT Security Engineer,2023-01-30,2023-05-05
23356996,11204444,"Director, Technology",2023-01-06,2023-01-13
23356996,11204444,"Director, Engineering",2023-01-16,2023-05-05
23356997,8228055,Senior Product Manager,2023-01-06,2023-01-16
23356997,8228055,Sr. Product Designer,2023-01-16,2023-01-30
23356997,8228055,Senior Product Designer,2023-07-14,2023-08-10
23356997,,Senior Product Designer,2025-04-16,2025-04-18
23356998,3210114,Senior Technology Manager,2023-01-06,2023-01-16
23356998,3210114,Senior Cloud Infrastructure Engineer,2023-01-16,2023-05-05
23356998,,Senior Cloud Infrastructure Engineer,2025-04-16,2025-04-18
23356999,14101512,Enterprise Sales Executive,2024-01-23,2024-01-25
23357000,2271856,Engineering Manager,2022-09-25,2022-10-12
23357000,1377756,Engineering Manager,2022-12-22,2023-01-01
23357000,1377756,"Manager, Product",2023-01-06,2023-01-16
23357000,1377756,Engineering Manager,2023-01-16,2023-01-25
23357000,11955906,Engineering Manager,2023-01-25,2023-01-30
23357000,11955906,"Manager, Engineering",2023-01-30,2023-05-05
23357000,,"Manager, Engineering",2023-05-28,2023-07-28
23357001,12622772,E-Commerce Specialist**,2023-01-06,2023-01-16
23357001,12622772,E-Commerce Specialist,2023-01-16,2023-05-05
23357001,,E-Commerce Specialist,2023-05-28,2023-07-28
23469783,11025113,Product Principal,2023-01-06,2023-01-16
23469783,11025113,Principal Product Designer,2023-01-16,2023-01-30
23469784,12718670,"Manager, Product",2023-01-06,2023-01-16
23469784,12718670,Engineering Manager,2023-01-16,2023-01-30
23469784,12718670,"Manager, Engineering",2023-01-30,2023-05-05
23469784,22497914,"Manager, Engineering",2023-05-28,2023-06-01
23469784,4788661,"Manager, Engineering",2024-06-26,2024-08-27
23469784,,"Manager, Engineering",2025-04-16,2025-04-18
23515784,10808939,Senior Operations Manager,2023-01-06,2023-01-16
23515784,10808939,Senior Change Manager,2023-01-16,2023-01-19
23515784,23935668,Senior Change Manager,2023-01-19,2023-06-01
23515784,,Senior Change Manager,2023-10-23,2023-07-28
23515785,22281366,"Director, Product",2023-01-06,2023-01-16
23515785,22281366,"Director, Competitive Intelligence",2023-01-16,2023-05-05
23515785,15934945,Competitive Intelligence Director,2023-05-28,2023-06-01
23515785,,Competitive Intelligence Director,2023-06-23,2023-07-28
23515787,4065764,Enterprise Sales Executive,2023-04-06,2023-05-05
23515787,19992740,Enterprise Sales Executive,2023-05-05,2023-05-28
23515787,,Enterprise Sales Executive,2024-01-04,
23568387,2271856,"Manager, Product",2023-01-08,2023-01-16
23568387,2271856,"Manager, Engineering",2023-01-16,2023-05-05
23568387,,"Manager, Engineering",2023-05-28,2023-07-28
23568388,22056619,"Senior Manager, Product",2023-01-08,2023-01-16
23568388,22056619,Senior Engineering Manager,2023-01-16,2023-05-05
23568388,22056619,"Senior Manager, Engineering",2024-08-27,2024-08-28
23568389,11146681,Senior Product Manager,2023-01-06,2023-01-16
23568389,11146681,Sr. Software Engineer,2023-01-16,2023-01-25
23568389,23357000,Sr. Software Engineer,2023-01-25,2023-01-30
23568389,23357000,Senior Software Engineer,2023-01-30,2023-05-05
23568389,25014534,Senior Software Engineer,2023-05-28,2023-06-01
23568389,23357000,Senior Software Engineer,2024-10-04,2024-10-08
23568389,,Senior Software Engineer,2025-04-16,2025-04-18
23568390,23568388,EPAM Contractor,2022-10-26,2022-10-29
23568390,23568388,Seniro QA Engineer,2023-05-05,2023-05-09
23568390,,Seniro QA Engineer,2023-05-28,2023-07-28
23616332,19066008,"Senior Manager, Finance",2023-01-06,2023-01-16
23616332,19066008,"Senior Manager, Deal Desk",2023-01-16,2023-05-05
23616332,,"Senior Manager, Deal Desk",2025-04-16,2025-04-18
23616333,67036,Chief Customer Officer,2022-11-11,2023-01-13
23616333,67036,CCO,2023-01-13,2023-01-16
23616333,67036,Chief Customer Officer,2023-01-16,2023-01-19
23616333,21740703,Chief Customer Officer,2023-01-19,2023-02-03
23616333,,Chief Customer Officer,2024-11-01,
23736322,3099554,Senior Product Coordinator,2023-01-06,2023-01-16
23736322,3099554,Software Support Engineer,2023-01-16,2023-01-19
23736322,,Software Support Engineer,2023-01-23,2023-07-28
23736323,2287279,Product Designer,2023-01-08,2023-01-16
23736323,2287279,QA Engineer,2023-01-16,2023-01-19
23736323,,QA Engineer,2023-01-19,2023-01-23
23736323,2287279,Software Support Engineer III,2024-08-27,2024-08-28
23736323,,Software Support Engineer III,2025-04-16,2025-04-18
23736323,20421439,Software Support Engineer III,2025-08-05,
23736324,22056619,Product Designer,2023-01-08,2023-01-13
23736324,11413037,QA Engineer,2023-01-13,2023-01-16
23736324,11413037,QA Engineer II,2024-06-26,2024-08-27
23736325,12956603,Product Designer,2023-01-08,2023-01-16
23736325,12956603,Data Engineer,2023-01-16,2023-01-19
23736325,23469784,Data Engineer,2023-03-15,2023-05-05
23736325,23469784,Data Engineer II,2024-06-26,2024-08-27
23736325,,Data Engineer II,2025-04-16,2025-04-18
23736325,4788661,Data Engineer II,2025-05-06,2025-05-09
23736326,23469784,Data Engineer,2022-10-21,2022-10-24
23736326,23469784,Product Designer,2023-01-08,2023-01-13
23736326,23469784,Software Engineer,2023-01-13,2023-01-16
23736326,23469784,Data Engineer,2023-01-16,2023-02-03
23736326,23469784,Machine Learning Engineer,2023-09-02,2023-12-08
23736326,23469784,Machine Learning Engineer III,2024-06-26,2024-08-27
23736326,,Machine Learning Engineer III,2025-04-16,2025-04-18
23736326,4788661,Machine Learning Engineer III,2025-05-06,2025-05-09
23746598,4759597,Senior Technology Manager,2023-01-06,2023-01-16
23746598,4759597,Sr. Software Engineer,2023-01-16,2023-01-30
23746598,4759597,Senior Software Engineer,2023-01-30,2023-05-05
23746598,,Senior Software Engineer,2025-04-16,2025-04-18
23746599,13832494,Senior Product Associate/Specialist,2023-01-06,2023-01-16
23746599,13832494,Associate Product Researcher,2023-01-16,2023-05-05
23746599,,Associate Product Researcher,2023-05-28,2023-07-28
23746600,1348076,Senior Technology Manager,2023-01-06,2023-01-16
23746600,1348076,Senior Data Infrastructure Engineer,2023-01-16,2023-04-06
23746600,,Senior Data Infrastructure Engineer,2023-04-06,2023-07-28
23746601,1348076,Technology Manager,2023-01-06,2023-01-16
23746601,1348076,Data Infrastructure Engineer III,2023-01-16,2023-05-05
23746601,,Data Infrastructure Engineer III,2023-05-05,2023-07-28
23746602,19294689,Customer Service Executive,2022-11-11,2022-12-04
23746602,19294689,Operations Associate 1,2023-01-08,2023-01-16
23746602,19294689,Customer Service Executive,2023-01-16,2023-06-01
23746602,16184045,Customer Service Executive,2023-06-23,2023-07-14
23746602,,Customer Service Executive,2023-11-08,2023-07-28
23746603,12319221,Customer Service Executive,2022-10-29,2022-11-11
23746603,12319221,Operations Associate 1,2023-01-08,2023-01-16
23746603,12319221,Customer Service Executive,2023-01-16,2023-06-01
23746603,19436753,Customer Service Executive,2024-11-06,2024-11-07
23746604,19436753,Customer Service Executive,2022-11-11,2022-12-04
23746604,19436753,Operations Associate 1,2023-01-08,2023-01-16
23746604,19436753,Customer Service Executive,2023-01-16,2023-06-01
23746604,19676048,Customer Service Executive,2024-11-05,2024-11-06
23746605,2271856,Product Designer,2023-01-06,2023-01-13
23746605,1377756,Product Designer,2023-01-13,2023-01-16
23746605,1377756,QA Engineer,2023-01-16,2023-01-25
23746605,11146681,QA Engineer,2023-01-25,2023-05-05
23746605,11146681,Senior QA Engineer,2024-06-12,2024-06-26
23746605,23357000,Senior QA Engineer,2024-09-10,2024-09-26
23746605,,Senior QA Engineer,2025-04-16,2025-04-18
23746606,19436753,Customer Service Executive,2022-11-11,2022-12-04
23746606,19436753,Operations Associate 1,2023-01-08,2023-01-16
23746606,19436753,Customer Service Executive,2023-01-16,2023-06-01
23746606,19436753,Senior Customer Service Executive,2024-10-25,2024-10-29
23746606,19676048,Senior Customer Service Executive,2024-11-05,2024-11-06
23746606,23095065,Senior Customer Service Executive,2025-01-07,2025-01-08
23746606,23095065,"Team Lead, Customer Service Operations",2025-01-08,2025-01-09
23746606,,"Team Lead, Customer Service Operations",2025-04-16,2025-04-18
23746607,,Customer Service Executive,2022-10-26,2023-07-28
23746608,12686538,Customer Service Executive,2022-11-11,2022-12-04
23746608,12686538,Operations Associate 1,2023-01-08,2023-01-16
23746608,12686538,Customer Service Executive,2023-01-16,2023-06-01
23746608,12206960,Customer Service Executive,2023-06-23,2023-07-14
23746608,14866910,Business Development Representative,2024-01-04,2024-01-18
23746608,20089126,Business Development Representative,2024-10-02,2024-10-03
23746608,20089126,Customer Service Executive,2024-10-03,2024-10-04
23746608,,Customer Service Executive,2024-10-25,2024-10-29
23746608,,Customer Service Executive,2025-04-16,2025-04-18
23763391,23469784,Sr. Software Engineer,2023-01-28,2023-02-03
23763391,23469784,EPAM Contractor,2023-02-03,2023-03-07
23763391,,EPAM Contractor,2023-03-07,2023-07-28
23778961,11363757,Senior Product Manager,2023-01-06,2023-01-16
23778961,11363757,Senior Program Manager,2023-01-16,2023-01-30
23778961,11363757,Principal Enterprise Program Manager,2024-06-12,2024-06-26
23838549,15934940,Marketing Specialist,2023-01-08,2023-01-16
23838549,15934940,Account Based Marketing Specialist,2023-01-16,2023-02-03
23838549,21649423,Account Based Marketing Specialist,2023-03-26,2023-05-05
23838549,15934940,Account Based Marketing Specialist,2023-06-23,2023-07-14
23838549,21649423,Account Based Marketing Specialist,2023-08-10,2023-09-28
23838549,15934940,Account Based Marketing Specialist,2023-09-28,2023-07-28
23838549,,Account Based Marketing Specialist,2025-04-16,2025-04-18
23838549,20776010,Account Based Marketing Specialist,2025-06-03,2025-06-04
23838549,29687295,Account Based Marketing Specialist,2025-06-13,2025-06-17
23838549,,Account Based Marketing Specialist,2025-07-15,
23874978,19907253,Finance Manager,2023-01-06,2023-01-16
23874978,19907253,Tax Accountant,2023-01-16,2023-05-05
23874978,15809526,Tax Accountant,2023-09-15,2023-09-22
23874978,15809526,Senior Tax Accountant,2024-06-12,2024-06-26
23874978,19907253,Senior Tax Accountant,2024-10-17,2024-10-18
23874978,,Senior Tax Accountant,2025-04-16,2025-04-18
23874979,22056619,Product Principal,2023-01-06,2023-01-16
23874979,22056619,Principal Engineer- IC,2023-01-16,2023-01-30
23874979,22056619,Principal Engineer,2023-01-30,2023-05-05
23874979,,Principal Engineer,2023-08-10,2023-07-28
23935665,5800296,EPAM Contractor,2023-02-03,2023-05-05
23935665,5800296,Senior QA Engineer,2023-05-05,2023-05-28
23935665,,Senior QA Engineer,2023-05-28,2023-07-28
23935666,12535464,"Senior Director, Marketing",2023-01-08,2023-01-16
23935666,12535464,"Senior Director, Customer Marketing",2023-01-16,2023-02-06
23935666,20776010,"Senior Director, Customer Marketing",2023-02-06,2023-05-05
23935666,20776010,"Senior Director, Demand Generation",2023-06-23,2023-07-14
23935666,,"Senior Director, Demand Generation",2025-04-16,2025-04-18
23935666,,"Senior Director, Demand Generation",2025-06-03,2025-06-04
23935667,10213829,Marketing Principal,2023-01-08,2023-01-16
23935667,10213829,Creative Director - Event Branding,2023-01-16,2023-02-03
23935667,5248156,Creative Director - Event Branding,2023-11-02,2023-07-28
23935667,,Creative Director - Event Branding,2025-04-16,2025-04-18
23935668,3075032,"Director, Operations",2023-01-08,2023-01-16
23935668,3075032,"Director, GBSG",2023-01-16,2023-01-19
23935668,3075032,"Director, Global Business Systems",2023-02-03,2023-06-01
